turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],CAPEX [M€],Turbine Tax [M€]
15,EIB1S,3,59.82513579259924,-37.48745967463949,3742.948721906033,3876.914713778591,3.4554794666088866,478.077973779898,,,
15,EIB1S,4,59.85615026869889,-37.65204452653527,3741.5644415605343,3876.914713778591,3.491185187464154,478.6951669745072,,,
15,EIB1S,5,59.79235503837167,-37.46909649930721,3745.106269544776,3876.914713778591,3.3998283161960337,478.0091118724021,,,
15,EIB1S,6,59.83985639171028,-37.25903990591466,3740.9279320734927,3876.914713778591,3.5076031263158773,477.22139964718,,,
15,EIB1S,7,59.80613305929993,-37.63399188669366,3744.89871801775,3876.914713778591,3.405181839354233,478.62746957510126,,,
15,EIB1S,8,59.80760629824667,-37.54341074905469,3744.3948873227455,3876.914713778591,3.418177500394028,478.2877903089551,,,
15,EIB1S,9,59.80659033237944,-37.54406783748356,3744.467222956464,3876.914713778591,3.4163116962931053,478.29025439056335,,,
15,EIB1S,10,59.800176535965726,-37.3854008411537,3744.1991684578406,3876.914713778591,3.423225815339138,477.6952531543263,,,
15,EIB2,1,59.92779440447708,-43.97537624187098,7529.534191129001,7752.705300961667,2.8786223797902286,1004.8153218140322,,,
15,EIB2,2,59.94027991194267,-43.616138737901736,7524.632925253647,7752.705300961667,2.941842451817804,1002.1210405342632,,,
15,EIB2,3,59.97002542399231,-43.82541721400009,7522.418626289871,7752.705300961667,2.970404081311205,1003.6906291050004,,,
15,EIB2,4,59.94509366471551,-43.86335006837077,7526.168806992603,7752.705300961667,2.9220315383452444,1003.9751255127808,,,
15,EIB2,5,59.96254989196101,-44.148744245605215,7526.311836072904,7752.705300961667,2.9201866458238785,1006.1155818420392,,,
15,EIB2,6,59.93765140334513,-44.0201124218743,7528.580519769898,7752.705300961667,2.890923522708482,1005.1508431640572,,,
15,EIB2,7,59.93724455734067,-43.76956227639432,7526.41119225849,7752.705300961667,2.918905077884318,1003.2717170729574,,,
15,EIB2,8,59.9455849531881,-43.83282138386833,7525.830435301257,7752.705300961667,2.92639610114249,1003.7461603790124,,,
15,EIB2,9,59.93044662212114,-43.85382022306371,7528.090994881678,7752.705300961667,2.897237768758305,1003.9036516729776,,,
15,EIB2,10,59.92554623947756,-43.811722210865895,7528.388697986408,7752.705300961667,2.893397778804174,1003.587916581494,,,
