turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],Turbine Tax [M€]
20,EIB2,4,63.69621857072141,-44.31132308407543,7564.531861707186,7766.248106360038,2.59734484258441,1206.2377824978007,198.9028593672353,266.34138634875853
20,EIB2,5,63.69158273184078,-44.14972347694765,7563.520780826673,7766.248106360038,2.61036375296,1204.7864711170598,198.6635450399525,266.34138634875853
20,EIB2,6,63.66942465488746,-44.12122733249939,7566.093586503194,7766.248106360038,2.577235714281785,1204.530549834329,198.6213448405832,266.34138634875853
20,EIB2,7,63.72350668892996,-44.6465261501816,7564.351539354654,7766.248106360038,2.599666714742788,1209.2482107614946,199.39926463513257,266.34138634875853
20,EIB2,8,63.71125203620526,-44.24677083429541,7561.952562085649,7766.248106360038,2.6305564987948853,1205.658044610913,198.80726335369744,266.34138634875853
20,EIB2,9,63.671033247014,-44.13129369191568,7565.986382327459,7766.248106360038,2.578616099948932,1204.6209548931226,198.63625220375516,266.34138634875853
20,EIB2,10,63.72504495644989,-44.48595303708456,7562.55594796717,7766.248106360038,2.622787163161291,1207.806118230326,199.1614704521916,266.34138634875853
22,EIB1N,1,63.46586317291655,-42.05136594389292,3780.238815962783,3886.320082694285,2.729607044048704,591.3894013524056,97.51729272224604,136.82204677996137
22,EIB1N,2,63.44911124128039,-41.90487908374809,3780.592115741186,3886.320082694285,2.7205161876373425,590.7333628789842,97.4091151057663,136.82204677996137
22,EIB1N,3,63.54485753315858,-41.937479750172336,3774.5714319727754,3886.320082694285,2.875436102628951,590.8793643115516,97.43319004590728,136.82204677996137
22,EIB1N,4,63.52581710486336,-41.934280562575374,3775.7835027463298,3886.320082694285,2.8442479671237817,590.8650368138825,97.43082750985066,136.82204677996137
22,EIB1N,5,63.47467278173487,-42.01673794898177,3779.4967741417854,3886.320082694285,2.7487007317843464,591.2343205697559,97.49172064056404,136.82204677996137
22,EIB1N,6,63.47772102698423,-41.88488475009257,3778.642879202932,3886.320082694285,2.770672543695977,590.6438186555946,97.39434969024832,136.82204677996137
22,EIB1N,7,63.52423105023424,-42.20072032635279,3777.212157288666,3886.320082694285,2.8074868534754907,592.0582819671644,97.627587946605,136.82204677996137
22,EIB1N,8,63.4903913259245,-41.87711521979692,3777.785643628972,3886.320082694285,2.792730314433325,590.6090229695562,97.38861204751562,136.82204677996137
22,EIB1N,9,63.53329827730709,-42.063691580008616,3775.94502149218,3886.320082694285,2.840091882642492,591.444601467237,97.52639495800476,136.82204677996137
22,EIB1N,10,63.49812154915857,-42.00896234185922,3777.9430521057375,3886.320082694285,2.7886799924470416,591.1994976687697,97.4859785102162,136.82204677996137
22,EIB1S,1,63.37775282172469,-37.80942830564167,3764.775183705504,3879.411369054264,2.9549891579739063,572.39196847825,94.38470661515024,136.82204677996137
22,EIB1S,2,63.38412267923552,-37.42621894759838,3762.4522566512815,3879.411369054264,3.014867496031885,570.6757730324404,94.10171416842246,136.82204677996137
22,EIB1S,3,63.3404947572245,-37.7894453823248,3767.079699310655,3879.411369054264,2.895585413799361,572.302475355834,94.3699496259392,136.82204677996137
22,EIB1S,4,63.33448306216718,-37.64428846471215,3766.7429815666487,3879.411369054264,2.904265022945529,571.6523930034441,94.26275414542062,136.82204677996137
22,EIB1S,5,63.321598866423294,-37.626428512534616,3767.485901636833,3879.411369054264,2.885114693178733,571.5724075648161,94.24956492793656,136.82204677996137
22,EIB1S,6,63.38412267923552,-37.42621894759838,3762.4522566512815,3879.411369054264,3.014867496031885,570.6757730324404,94.10171416842246,136.82204677996137
22,EIB1S,7,63.33528308778821,-37.7117343735816,3767.0281542694174,3879.411369054264,2.896914095816625,571.9544481573976,94.31256160020251,136.82204677996137
22,EIB1S,8,63.373721072115465,-37.32625343471784,3762.62377976281,3879.411369054264,3.010446126519572,570.2280794823151,94.02789163647044,136.82204677996137
22,EIB1S,9,63.35318657712219,-37.45988818124902,3764.615026581612,3879.411369054264,2.959117545212463,570.8265600219602,94.1265782240888,136.82204677996137
22,EIB1S,10,63.40956017839367,-38.002818166802825,3763.689625473985,3879.411369054264,2.982971708114846,573.2580611036631,94.52752115982057,136.82204677996137
22,EIB2,1,63.69603900678011,-44.35642052144925,7553.711093676688,7747.190861333528,2.497418369056882,1203.4250843538,198.43905885335963,273.64409355992274
22,EIB2,2,63.70453741609768,-44.33614137734262,7552.416297037508,7747.190861333528,2.514131480458883,1203.2434448712029,198.40910736868,273.64409355992274
22,EIB2,3,63.690996348057006,-44.362085909181545,7554.416343239717,7747.190861333528,2.488315075028738,1203.475829005103,198.4474264044248,273.64409355992274
22,EIB2,4,63.73066578555339,-44.64633549018853,7552.13375879159,7747.190861333528,2.5177784571627715,1206.021841132199,198.86725166558884,273.64409355992274
22,EIB2,5,63.70128813819751,-44.29211174738416,7552.397310377453,7747.190861333528,2.514376558454181,1202.84907323685,198.3440773664165,273.64409355992274
22,EIB2,6,63.68449101059559,-44.07948409101118,7552.447890887697,7747.190861333528,2.5137236700569643,1200.9445758238237,198.03003482305985,273.64409355992274
22,EIB2,7,63.73868282052484,-44.499437641311495,7549.645829717705,7747.190861333528,2.5498924081214587,1204.7060829757213,198.65028941871145,273.64409355992274
22,EIB2,8,63.6825951476939,-44.08495108069784,7552.746170452505,7747.190861333528,2.5098735059117074,1200.9935434317672,198.0381093481475,273.64409355992274
22,EIB2,9,63.69899952217372,-44.26742581026231,7552.44673119941,7747.190861333528,2.513738639202654,1202.6279622854868,198.30761722472505,273.64409355992274
22,EIB2,10,63.70317399766991,-44.22438603298771,7551.482469983274,7747.190861333528,2.526185230920804,1202.2424567220296,198.24404919528152,273.64409355992274
