turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],CAPEX [M€],Turbine Tax [M€]
8,EIB1N,1,63.72785021955083,-42.11754829764588,3630.4867719308,3795.1989894164094,4.34001531790401,556.1735615725306,64.69628190528795,2083200622.5156105,66.34204867968002
8,EIB1N,2,63.6899190344375,-42.19969408291285,3633.2164396392823,3795.1989894164094,4.268091086365822,556.5193696392772,64.73650765084136,2083200622.8614185,66.34204867968002
8,EIB1N,3,63.77429913291122,-42.30668388275999,3628.498860440629,3795.1989894164094,4.3923949558548685,556.9697632380053,64.78889919413814,2083200623.311812,66.34204867968002
8,EIB1N,4,63.7208277045539,-42.1892675197318,3631.255412051892,3795.1989894164094,4.319762358224288,556.4754770689557,64.7314018955533,2083200622.8175256,66.34204867968002
8,EIB1N,5,63.72077740375474,-42.24551098869389,3631.520815813463,3795.1989894164094,4.312769213403389,556.7122444844193,64.7589436064781,2083200623.054293,66.34204867968002
8,EIB1N,6,63.721078999450846,-42.15759678146641,3631.092175486928,3795.1989894164094,4.324063491456539,556.3421531651619,64.71589313810688,2083200622.6842017,66.34204867968002
8,EIB1N,7,63.76157849740382,-42.23311658811656,3628.941508309326,3795.1989894164094,4.380731591959291,556.6600679340559,64.75287422626229,2083200623.002117,66.34204867968002
8,EIB1N,8,63.71918460301876,-42.20312167966871,3631.421634223364,3795.1989894164094,4.315382557008703,556.5337987497164,64.73818610134876,2083200622.8758476,66.34204867968002
8,EIB1N,9,63.74718547118302,-42.16105630978436,3629.49469254701,3795.1989894164094,4.366155696486441,556.3567166974916,64.71758722509381,2083200622.6987653,66.34204867968002
8,EIB1N,10,63.76277626697819,-42.181818059682605,3628.62847778412,3795.1989894164094,4.388979658162899,556.4441171717979,64.72775398977853,2083200622.7861657,66.34204867968002
8,EIB1S,1,63.47043559776801,-37.70607239972169,3625.808757792699,3790.254748258752,4.3386527130293615,537.602627631096,62.53603830413135,2083200603.944676,66.34204867968002
8,EIB1S,2,63.46721943843405,-37.72388837634816,3626.0916516314537,3790.254748258752,4.331188997328335,537.6776273211517,62.54476256113655,2083200604.019676,66.34204867968002
8,EIB1S,3,63.46909042098459,-37.726999787361486,3625.990191080472,3790.254748258752,4.33386587679212,537.6907253884946,62.54628617950998,2083200604.032774,66.34204867968002
8,EIB1S,4,63.45940046175316,-37.718580965956754,3626.5517814257337,3790.254748258752,4.319049185499292,537.655284783176,62.54216358981673,2083200603.9973333,66.34204867968002
8,EIB1S,5,63.46222415847038,-37.63665420124921,3625.992862980756,3790.254748258752,4.333795382842227,537.3103987244907,62.50204509584373,2083200603.6524477,66.34204867968002
8,EIB1S,6,63.4535629264075,-37.7588551811606,3627.102630053588,3790.254748258752,4.304515897780107,537.8248266343386,62.56188536042112,2083200604.1668756,66.34204867968002
8,EIB1S,7,63.466446279468414,-37.83383498092148,3626.65457288025,3790.254748258752,4.316337192207448,538.1404681431037,62.59860201407568,2083200604.4825168,66.34204867968002
8,EIB1S,8,63.46552196010294,-37.6887569482173,3626.0323791591622,3790.254748258752,4.332752809689977,537.5297349952764,62.52755914790812,2083200603.871784,66.34204867968002
8,EIB1S,9,63.4888760506146,-37.739324940066375,3624.8212969698816,3790.254748258752,4.364705337151027,537.7426104269708,62.55232164992399,2083200604.084659,66.34204867968002
8,EIB1S,10,63.46865257754892,-37.739727940109375,3626.076958468143,3790.254748258752,4.331576653680919,537.7443069311229,62.55251899391596,2083200604.086356,66.34204867968002
8,EIB2,1,63.600895228219535,-45.08972953602141,7343.753810392505,7599.417899437249,3.3642588475582555,1143.4859282197883,133.01475129034813,4188801276.883381,133.39745272150708
8,EIB2,2,63.6191990166861,-45.07108638577637,7341.285606686875,7599.417899437249,3.396737699732088,1143.3281206644983,132.99639449889085,4188801276.7255735,133.39745272150708
8,EIB2,3,63.62515111680271,-45.24743174950885,7342.196584492312,7599.417899437249,3.384750231514232,1144.8208206841623,133.1700311978364,4188801278.2182736,133.39745272150708
8,EIB2,4,63.60386337582613,-45.139694387107205,7343.851332109591,7599.417899437249,3.362975568781173,1143.9088626968833,133.06394868132122,4188801277.3063154,133.39745272150708
8,EIB2,5,63.60127590784238,-45.176784825692486,7344.524104957231,7599.417899437249,3.354122616403194,1144.2228199069496,133.10046941076985,4188801277.6202726,133.39745272150708
8,EIB2,6,63.6068303862546,-45.07714639977716,7342.891878784265,7599.417899437249,3.375600921644012,1143.3794165014097,133.0023614310766,4188801276.776869,133.39745272150708
