utm_x,utm_y,elevation
451407.9419124207,6074000.315733865,-22.340948
451692.04904603685,6074000.315733865,-22.085619
451976.15617965296,6074000.315733865,-21.784523
452260.26331326907,6074000.315733865,-21.695927
452544.37044688524,6074000.315733865,-21.493942
452828.47758050135,6074000.315733865,-21.277672
453112.58471411746,6074000.315733865,-19.445515
453396.69184773363,6074000.315733865,-19.305096
453680.79898134974,6074000.315733865,-18.00264
453964.90611496585,6074000.315733865,-18.979975
454249.013248582,6074000.315733865,-18.934023
454533.12038219813,6074000.315733865,-17.765247
454817.22751581424,6074000.315733865,-16.998074
455101.3346494304,6074000.315733865,-15.271664
455385.4417830465,6074000.315733865,-15.341801
455669.54891666264,6074000.315733865,-16.906109
455953.6560502788,6074000.315733865,-14.381072
456237.7631838949,6074000.315733865,-18.068998
437486.6923652303,6074283.397901901,-38.859283
437770.7994988464,6074283.397901901,-38.76247
438054.9066324626,6074283.397901901,-38.54847
438339.0137660787,6074283.397901901,-38.370346
438623.1208996948,6074283.397901901,-38.282467
438907.22803331097,6074283.397901901,-38.15681
439191.3351669271,6074283.397901901,-38.00144
439475.4423005432,6074283.397901901,-37.787933
439759.54943415936,6074283.397901901,-37.81803
440043.65656777547,6074283.397901901,-37.686405
440327.7637013916,6074283.397901901,-37.43947
440611.87083500775,6074283.397901901,-37.053093
440895.97796862386,6074283.397901901,-36.640656
441180.08510224,6074283.397901901,-36.179035
441464.19223585614,6074283.397901901,-35.86232
441748.29936947225,6074283.397901901,-35.324135
442032.40650308836,6074283.397901901,-34.32775
442316.51363670453,6074283.397901901,-33.439224
442600.62077032065,6074283.397901901,-32.795444
442884.72790393676,6074283.397901901,-32.32157
443168.8350375529,6074283.397901901,-31.41901
443452.94217116904,6074283.397901901,-31.233105
443737.04930478515,6074283.397901901,-31.032768
444021.1564384013,6074283.397901901,-30.690512
444305.26357201743,6074283.397901901,-29.957916
444589.37070563354,6074283.397901901,-29.303066
444873.4778392497,6074283.397901901,-28.48013
445157.5849728658,6074283.397901901,-28.160875
445441.69210648193,6074283.397901901,-28.753494
445725.7992400981,6074283.397901901,-29.644243
446009.9063737142,6074283.397901901,-29.943033
446294.0135073303,6074283.397901901,-30.103409
446578.1206409465,6074283.397901901,-29.808048
446862.2277745626,6074283.397901901,-29.127468
447146.3349081787,6074283.397901901,-28.075542
447430.4420417949,6074283.397901901,-27.710798
447714.549175411,6074283.397901901,-27.543045
447998.6563090271,6074283.397901901,-27.068762
448282.7634426433,6074283.397901901,-26.374598
448566.8705762594,6074283.397901901,-25.910912
448850.9777098755,6074283.397901901,-25.544847
449135.08484349167,6074283.397901901,-25.107973
449419.1919771078,6074283.397901901,-24.629929
449703.2991107239,6074283.397901901,-24.560656
449987.40624434006,6074283.397901901,-24.323845
450271.5133779562,6074283.397901901,-24.346756
450555.6205115723,6074283.397901901,-24.26245
450839.72764518845,6074283.397901901,-23.554886
451123.83477880456,6074283.397901901,-22.882963
451407.9419124207,6074283.397901901,-21.890564
451692.04904603685,6074283.397901901,-21.639969
451976.15617965296,6074283.397901901,-21.281693
452260.26331326907,6074283.397901901,-21.491615
452544.37044688524,6074283.397901901,-20.973307
452828.47758050135,6074283.397901901,-20.585508
453112.58471411746,6074283.397901901,-19.753716
453396.69184773363,6074283.397901901,-18.863602
453680.79898134974,6074283.397901901,-19.41817
453964.90611496585,6074283.397901901,-18.48231
454249.013248582,6074283.397901901,-17.162807
454533.12038219813,6074283.397901901,-18.541368
454817.22751581424,6074283.397901901,-16.678587
455101.3346494304,6074283.397901901,-17.38382
455385.4417830465,6074283.397901901,-14.825707
455669.54891666264,6074283.397901901,-16.533556
455953.6560502788,6074283.397901901,-19.267654
456237.7631838949,6074283.397901901,-18.529598
437486.6923652303,6074566.480069938,-39.00772
437770.7994988464,6074566.480069938,-38.81916
438054.9066324626,6074566.480069938,-38.65066
438339.0137660787,6074566.480069938,-38.497063
438623.1208996948,6074566.480069938,-38.40119
438907.22803331097,6074566.480069938,-38.29828
439191.3351669271,6074566.480069938,-38.116814
439475.4423005432,6074566.480069938,-37.915474
439759.54943415936,6074566.480069938,-37.699028
440043.65656777547,6074566.480069938,-37.54784
440327.7637013916,6074566.480069938,-37.290718
440611.87083500775,6074566.480069938,-37.022686
440895.97796862386,6074566.480069938,-36.729874
441180.08510224,6074566.480069938,-36.530098
441464.19223585614,6074566.480069938,-36.296097
441748.29936947225,6074566.480069938,-35.962566
442032.40650308836,6074566.480069938,-35.314823
442316.51363670453,6074566.480069938,-34.36973
442600.62077032065,6074566.480069938,-33.589073
442884.72790393676,6074566.480069938,-32.87185
443168.8350375529,6074566.480069938,-32.277916
443452.94217116904,6074566.480069938,-31.84379
443737.04930478515,6074566.480069938,-31.774223
444021.1564384013,6074566.480069938,-31.044289
444305.26357201743,6074566.480069938,-30.174225
444589.37070563354,6074566.480069938,-29.350069
444873.4778392497,6074566.480069938,-28.98263
445157.5849728658,6074566.480069938,-28.649414
445441.69210648193,6074566.480069938,-28.46694
445725.7992400981,6074566.480069938,-29.294153
446009.9063737142,6074566.480069938,-30.066597
446294.0135073303,6074566.480069938,-30.228561
446578.1206409465,6074566.480069938,-29.716764
446862.2277745626,6074566.480069938,-28.68659
447146.3349081787,6074566.480069938,-28.493427
447430.4420417949,6074566.480069938,-28.283192
447714.549175411,6074566.480069938,-27.76949
447998.6563090271,6074566.480069938,-27.128937
448282.7634426433,6074566.480069938,-26.458668
448566.8705762594,6074566.480069938,-26.397089
448850.9777098755,6074566.480069938,-26.24189
449135.08484349167,6074566.480069938,-25.906559
449419.1919771078,6074566.480069938,-25.651638
449703.2991107239,6074566.480069938,-26.026117
449987.40624434006,6074566.480069938,-25.795792
450271.5133779562,6074566.480069938,-25.147861
450555.6205115723,6074566.480069938,-24.49125
450839.72764518845,6074566.480069938,-23.871815
451123.83477880456,6074566.480069938,-23.271765
451407.9419124207,6074566.480069938,-22.900837
451692.04904603685,6074566.480069938,-22.650833
451976.15617965296,6074566.480069938,-21.21467
452260.26331326907,6074566.480069938,-20.942675
452544.37044688524,6074566.480069938,-20.835438
452828.47758050135,6074566.480069938,-19.401073
453112.58471411746,6074566.480069938,-19.585772
453396.69184773363,6074566.480069938,-19.600618
453680.79898134974,6074566.480069938,-18.791254
453964.90611496585,6074566.480069938,-18.34008
454249.013248582,6074566.480069938,-18.9622
454533.12038219813,6074566.480069938,-18.464905
454817.22751581424,6074566.480069938,-17.652117
455101.3346494304,6074566.480069938,-16.345863
455385.4417830465,6074566.480069938,-16.855312
455669.54891666264,6074566.480069938,-19.926382
455953.6560502788,6074566.480069938,-19.752136
456237.7631838949,6074566.480069938,-17.719748
437486.6923652303,6074849.562237974,-39.106564
437770.7994988464,6074849.562237974,-38.99972
438054.9066324626,6074849.562237974,-38.859283
438339.0137660787,6074849.562237974,-38.691597
438623.1208996948,6074849.562237974,-38.535217
438907.22803331097,6074849.562237974,-38.418716
439191.3351669271,6074849.562237974,-38.20019
439475.4423005432,6074849.562237974,-38.07553
439759.54943415936,6074849.562237974,-37.733505
440043.65656777547,6074849.562237974,-37.550125
440327.7637013916,6074849.562237974,-37.304813
440611.87083500775,6074849.562237974,-37.001568
440895.97796862386,6074849.562237974,-36.666214
441180.08510224,6074849.562237974,-36.54956
441464.19223585614,6074849.562237974,-36.276096
441748.29936947225,6074849.562237974,-36.13572
442032.40650308836,6074849.562237974,-35.837566
442316.51363670453,6074849.562237974,-35.1002
442600.62077032065,6074849.562237974,-34.112072
442884.72790393676,6074849.562237974,-33.56379
443168.8350375529,6074849.562237974,-32.77226
443452.94217116904,6074849.562237974,-32.274353
443737.04930478515,6074849.562237974,-32.065536
444021.1564384013,6074849.562237974,-31.467567
444305.26357201743,6074849.562237974,-30.486103
444589.37070563354,6074849.562237974,-30.084917
444873.4778392497,6074849.562237974,-29.57176
445157.5849728658,6074849.562237974,-29.449814
445441.69210648193,6074849.562237974,-28.898289
445725.7992400981,6074849.562237974,-29.614412
446009.9063737142,6074849.562237974,-30.200682
446294.0135073303,6074849.562237974,-29.73917
446578.1206409465,6074849.562237974,-29.794827
446862.2277745626,6074849.562237974,-29.296396
447146.3349081787,6074849.562237974,-28.914457
447430.4420417949,6074849.562237974,-28.351805
447714.549175411,6074849.562237974,-27.766874
447998.6563090271,6074849.562237974,-27.525688
448282.7634426433,6074849.562237974,-26.956158
448566.8705762594,6074849.562237974,-26.98523
448850.9777098755,6074849.562237974,-26.596361
449135.08484349167,6074849.562237974,-26.82313
449419.1919771078,6074849.562237974,-26.412146
449703.2991107239,6074849.562237974,-26.218231
449987.40624434006,6074849.562237974,-25.637798
450271.5133779562,6074849.562237974,-25.243355
450555.6205115723,6074849.562237974,-24.802233
450839.72764518845,6074849.562237974,-24.351511
451123.83477880456,6074849.562237974,-24.214794
451407.9419124207,6074849.562237974,-23.379313
451692.04904603685,6074849.562237974,-22.416172
451976.15617965296,6074849.562237974,-21.570087
452260.26331326907,6074849.562237974,-20.923958
452544.37044688524,6074849.562237974,-20.92921
452828.47758050135,6074849.562237974,-20.001589
453112.58471411746,6074849.562237974,-20.119589
453396.69184773363,6074849.562237974,-20.028826
453680.79898134974,6074849.562237974,-19.574522
453964.90611496585,6074849.562237974,-19.122757
454249.013248582,6074849.562237974,-20.298563
454533.12038219813,6074849.562237974,-18.441347
454817.22751581424,6074849.562237974,-17.376232
455101.3346494304,6074849.562237974,-21.044464
455385.4417830465,6074849.562237974,-19.54905
455669.54891666264,6074849.562237974,-19.426722
455953.6560502788,6074849.562237974,-17.123692
456237.7631838949,6074849.562237974,-16.848475
437486.6923652303,6075132.644406011,-39.200905
437770.7994988464,6075132.644406011,-39.081066
438054.9066324626,6075132.644406011,-38.97272
438339.0137660787,6075132.644406011,-38.838253
438623.1208996948,6075132.644406011,-38.721096
438907.22803331097,6075132.644406011,-38.527096
439191.3351669271,6075132.644406011,-38.391315
439475.4423005432,6075132.644406011,-38.163185
439759.54943415936,6075132.644406011,-38.006317
440043.65656777547,6075132.644406011,-37.721535
440327.7637013916,6075132.644406011,-37.32694
440611.87083500775,6075132.644406011,-37.25741
440895.97796862386,6075132.644406011,-36.898567
441180.08510224,6075132.644406011,-36.558407
441464.19223585614,6075132.644406011,-36.320686
441748.29936947225,6075132.644406011,-36.17472
442032.40650308836,6075132.644406011,-35.994408
442316.51363670453,6075132.644406011,-35.6586
442600.62077032065,6075132.644406011,-35.08229
442884.72790393676,6075132.644406011,-34.412666
443168.8350375529,6075132.644406011,-33.680416
443452.94217116904,6075132.644406011,-33.070072
443737.04930478515,6075132.644406011,-32.55623
444021.1564384013,6075132.644406011,-32.27804
444305.26357201743,6075132.644406011,-31.592476
444589.37070563354,6075132.644406011,-30.508135
444873.4778392497,6075132.644406011,-30.555387
445157.5849728658,6075132.644406011,-29.350197
445441.69210648193,6075132.644406011,-29.317095
445725.7992400981,6075132.644406011,-29.72853
446009.9063737142,6075132.644406011,-30.062975
446294.0135073303,6075132.644406011,-29.548603
446578.1206409465,6075132.644406011,-29.755276
446862.2277745626,6075132.644406011,-29.152819
447146.3349081787,6075132.644406011,-28.547947
447430.4420417949,6075132.644406011,-28.296532
447714.549175411,6075132.644406011,-27.851578
447998.6563090271,6075132.644406011,-27.457563
448282.7634426433,6075132.644406011,-27.298727
448566.8705762594,6075132.644406011,-27.182367
448850.9777098755,6075132.644406011,-27.048994
449135.08484349167,6075132.644406011,-26.965145
449419.1919771078,6075132.644406011,-26.69554
449703.2991107239,6075132.644406011,-26.112938
449987.40624434006,6075132.644406011,-25.951637
450271.5133779562,6075132.644406011,-25.920815
450555.6205115723,6075132.644406011,-25.50919
450839.72764518845,6075132.644406011,-24.566303
451123.83477880456,6075132.644406011,-24.2499
451407.9419124207,6075132.644406011,-23.50013
451692.04904603685,6075132.644406011,-22.73969
451976.15617965296,6075132.644406011,-22.448277
452260.26331326907,6075132.644406011,-21.205696
452544.37044688524,6075132.644406011,-21.777582
452828.47758050135,6075132.644406011,-21.00263
453112.58471411746,6075132.644406011,-20.926367
453396.69184773363,6075132.644406011,-21.13235
453680.79898134974,6075132.644406011,-20.172483
453964.90611496585,6075132.644406011,-19.437836
454249.013248582,6075132.644406011,-19.892345
454533.12038219813,6075132.644406011,-19.898937
454817.22751581424,6075132.644406011,-20.69328
455101.3346494304,6075132.644406011,-20.842155
455385.4417830465,6075132.644406011,-19.56485
455669.54891666264,6075132.644406011,-19.839136
455953.6560502788,6075132.644406011,-17.912806
456237.7631838949,6075132.644406011,-16.877235
437486.6923652303,6075415.7265740475,-39.370846
437770.7994988464,6075415.7265740475,-39.268097
438054.9066324626,6075415.7265740475,-39.14225
438339.0137660787,6075415.7265740475,-38.997192
438623.1208996948,6075415.7265740475,-38.873814
438907.22803331097,6075415.7265740475,-38.771503
439191.3351669271,6075415.7265740475,-38.535812
439475.4423005432,6075415.7265740475,-38.293877
439759.54943415936,6075415.7265740475,-38.206406
440043.65656777547,6075415.7265740475,-37.926437
440327.7637013916,6075415.7265740475,-37.626846
440611.87083500775,6075415.7265740475,-37.407818
440895.97796862386,6075415.7265740475,-37.19529
441180.08510224,6075415.7265740475,-36.761696
441464.19223585614,6075415.7265740475,-36.44232
441748.29936947225,6075415.7265740475,-36.258976
442032.40650308836,6075415.7265740475,-36.136818
442316.51363670453,6075415.7265740475,-35.82332
442600.62077032065,6075415.7265740475,-35.49182
442884.72790393676,6075415.7265740475,-34.873318
443168.8350375529,6075415.7265740475,-34.160004
443452.94217116904,6075415.7265740475,-33.747818
443737.04930478515,6075415.7265740475,-33.24601
444021.1564384013,6075415.7265740475,-32.866074
444305.26357201743,6075415.7265740475,-32.264603
444589.37070563354,6075415.7265740475,-31.337418
444873.4778392497,6075415.7265740475,-31.150635
445157.5849728658,6075415.7265740475,-30.210756
445441.69210648193,6075415.7265740475,-29.687197
445725.7992400981,6075415.7265740475,-29.866795
446009.9063737142,6075415.7265740475,-29.391989
446294.0135073303,6075415.7265740475,-28.840565
446578.1206409465,6075415.7265740475,-29.607265
446862.2277745626,6075415.7265740475,-28.80959
447146.3349081787,6075415.7265740475,-28.355675
447430.4420417949,6075415.7265740475,-28.04945
447714.549175411,6075415.7265740475,-28.166094
447998.6563090271,6075415.7265740475,-28.075123
448282.7634426433,6075415.7265740475,-27.88808
448566.8705762594,6075415.7265740475,-27.426544
448850.9777098755,6075415.7265740475,-27.180634
449135.08484349167,6075415.7265740475,-27.108147
449419.1919771078,6075415.7265740475,-27.005249
449703.2991107239,6075415.7265740475,-26.614977
449987.40624434006,6075415.7265740475,-26.6729
450271.5133779562,6075415.7265740475,-25.91078
450555.6205115723,6075415.7265740475,-25.125832
450839.72764518845,6075415.7265740475,-24.735474
451123.83477880456,6075415.7265740475,-23.784369
451407.9419124207,6075415.7265740475,-23.601025
451692.04904603685,6075415.7265740475,-23.189651
451976.15617965296,6075415.7265740475,-22.910303
452260.26331326907,6075415.7265740475,-22.712608
452544.37044688524,6075415.7265740475,-22.067879
452828.47758050135,6075415.7265740475,-22.387756
453112.58471411746,6075415.7265740475,-21.826244
453396.69184773363,6075415.7265740475,-21.619053
453680.79898134974,6075415.7265740475,-21.20773
453964.90611496585,6075415.7265740475,-20.64107
454249.013248582,6075415.7265740475,-20.940975
454533.12038219813,6075415.7265740475,-21.744516
454817.22751581424,6075415.7265740475,-20.033554
455101.3346494304,6075415.7265740475,-21.523571
455385.4417830465,6075415.7265740475,-20.737635
455669.54891666264,6075415.7265740475,-19.893047
455953.6560502788,6075415.7265740475,-18.415226
456237.7631838949,6075415.7265740475,-19.062458
437486.6923652303,6075698.808742085,-39.488564
437770.7994988464,6075698.808742085,-39.399315
438054.9066324626,6075698.808742085,-39.288506
438339.0137660787,6075698.808742085,-39.139816
438623.1208996948,6075698.808742085,-39.020187
438907.22803331097,6075698.808742085,-38.839283
439191.3351669271,6075698.808742085,-38.598972
439475.4423005432,6075698.808742085,-38.360504
439759.54943415936,6075698.808742085,-38.171623
440043.65656777547,6075698.808742085,-38.09194
440327.7637013916,6075698.808742085,-37.891285
440611.87083500775,6075698.808742085,-37.735817
440895.97796862386,6075698.808742085,-37.50388
441180.08510224,6075698.808742085,-37.146725
441464.19223585614,6075698.808742085,-37.026318
441748.29936947225,6075698.808742085,-36.866726
442032.40650308836,6075698.808742085,-36.605724
442316.51363670453,6075698.808742085,-36.433628
442600.62077032065,6075698.808742085,-35.990032
442884.72790393676,6075698.808742085,-35.556633
443168.8350375529,6075698.808742085,-35.039013
443452.94217116904,6075698.808742085,-34.640385
443737.04930478515,6075698.808742085,-34.18526
444021.1564384013,6075698.808742085,-33.53632
444305.26357201743,6075698.808742085,-33.024887
444589.37070563354,6075698.808742085,-32.221077
444873.4778392497,6075698.808742085,-31.730345
445157.5849728658,6075698.808742085,-31.377913
445441.69210648193,6075698.808742085,-30.77298
445725.7992400981,6075698.808742085,-30.58003
446009.9063737142,6075698.808742085,-29.489248
446294.0135073303,6075698.808742085,-29.270224
446578.1206409465,6075698.808742085,-29.364122
446862.2277745626,6075698.808742085,-29.54134
447146.3349081787,6075698.808742085,-28.860876
447430.4420417949,6075698.808742085,-28.907282
447714.549175411,6075698.808742085,-28.85471
447998.6563090271,6075698.808742085,-28.384235
448282.7634426433,6075698.808742085,-28.051878
448566.8705762594,6075698.808742085,-27.443054
448850.9777098755,6075698.808742085,-27.314426
449135.08484349167,6075698.808742085,-27.563131
449419.1919771078,6075698.808742085,-27.40817
449703.2991107239,6075698.808742085,-26.928238
449987.40624434006,6075698.808742085,-26.396624
450271.5133779562,6075698.808742085,-25.82343
450555.6205115723,6075698.808742085,-24.857067
450839.72764518845,6075698.808742085,-24.80952
451123.83477880456,6075698.808742085,-24.511501
451407.9419124207,6075698.808742085,-24.036713
451692.04904603685,6075698.808742085,-23.62224
451976.15617965296,6075698.808742085,-23.434984
452260.26331326907,6075698.808742085,-23.33094
452544.37044688524,6075698.808742085,-23.143642
452828.47758050135,6075698.808742085,-23.53316
453112.58471411746,6075698.808742085,-23.337584
453396.69184773363,6075698.808742085,-23.140959
453680.79898134974,6075698.808742085,-22.826612
453964.90611496585,6075698.808742085,-22.622643
454249.013248582,6075698.808742085,-21.3009
454533.12038219813,6075698.808742085,-20.726383
454817.22751581424,6075698.808742085,-20.263058
455101.3346494304,6075698.808742085,-20.345692
455385.4417830465,6075698.808742085,-19.83326
455669.54891666264,6075698.808742085,-19.881367
455953.6560502788,6075698.808742085,-20.937489
456237.7631838949,6075698.808742085,-19.963556
437486.6923652303,6075981.890910121,-39.611443
437770.7994988464,6075981.890910121,-39.567627
438054.9066324626,6075981.890910121,-39.649906
438339.0137660787,6075981.890910121,-39.418503
438623.1208996948,6075981.890910121,-39.130253
438907.22803331097,6075981.890910121,-38.92631
439191.3351669271,6075981.890910121,-38.710068
439475.4423005432,6075981.890910121,-38.601376
439759.54943415936,6075981.890910121,-38.310097
440043.65656777547,6075981.890910121,-38.048813
440327.7637013916,6075981.890910121,-37.88244
440611.87083500775,6075981.890910121,-38.03006
440895.97796862386,6075981.890910121,-37.74528
441180.08510224,6075981.890910121,-37.491783
441464.19223585614,6075981.890910121,-37.34716
441748.29936947225,6075981.890910121,-37.12404
442032.40650308836,6075981.890910121,-36.77263
442316.51363670453,6075981.890910121,-36.52094
442600.62077032065,6075981.890910121,-36.188126
442884.72790393676,6075981.890910121,-35.86844
443168.8350375529,6075981.890910121,-35.57266
443452.94217116904,6075981.890910121,-35.192383
443737.04930478515,6075981.890910121,-34.74119
444021.1564384013,6075981.890910121,-34.206825
444305.26357201743,6075981.890910121,-33.618416
444589.37070563354,6075981.890910121,-33.071915
444873.4778392497,6075981.890910121,-31.940289
445157.5849728658,6075981.890910121,-31.529068
445441.69210648193,6075981.890910121,-31.313452
445725.7992400981,6075981.890910121,-30.679808
446009.9063737142,6075981.890910121,-29.848463
446294.0135073303,6075981.890910121,-29.849733
446578.1206409465,6075981.890910121,-29.57325
446862.2277745626,6075981.890910121,-29.458704
447146.3349081787,6075981.890910121,-29.45831
447430.4420417949,6075981.890910121,-28.746475
447714.549175411,6075981.890910121,-29.239689
447998.6563090271,6075981.890910121,-28.976936
448282.7634426433,6075981.890910121,-28.707212
448566.8705762594,6075981.890910121,-28.467642
448850.9777098755,6075981.890910121,-27.991882
449135.08484349167,6075981.890910121,-27.689774
449419.1919771078,6075981.890910121,-27.24847
449703.2991107239,6075981.890910121,-27.041317
449987.40624434006,6075981.890910121,-26.658836
450271.5133779562,6075981.890910121,-26.39299
450555.6205115723,6075981.890910121,-26.102093
450839.72764518845,6075981.890910121,-25.410929
451123.83477880456,6075981.890910121,-24.702747
451407.9419124207,6075981.890910121,-24.46225
451692.04904603685,6075981.890910121,-24.326378
451976.15617965296,6075981.890910121,-24.22745
452260.26331326907,6075981.890910121,-23.913065
452544.37044688524,6075981.890910121,-25.100735
452828.47758050135,6075981.890910121,-24.952183
453112.58471411746,6075981.890910121,-24.33473
453396.69184773363,6075981.890910121,-24.52609
453680.79898134974,6075981.890910121,-23.328411
453964.90611496585,6075981.890910121,-22.804272
454249.013248582,6075981.890910121,-21.7751
454533.12038219813,6075981.890910121,-21.645784
454817.22751581424,6075981.890910121,-21.50032
455101.3346494304,6075981.890910121,-20.337296
455385.4417830465,6075981.890910121,-20.9046
455669.54891666264,6075981.890910121,-21.027515
455953.6560502788,6075981.890910121,-19.762697
456237.7631838949,6075981.890910121,-19.955107
437486.6923652303,6076264.973078158,-39.86778
437770.7994988464,6076264.973078158,-39.737286
438054.9066324626,6076264.973078158,-39.60078
438339.0137660787,6076264.973078158,-39.382843
438623.1208996948,6076264.973078158,-39.2645
438907.22803331097,6076264.973078158,-39.011814
439191.3351669271,6076264.973078158,-38.83794
439475.4423005432,6076264.973078158,-38.702847
439759.54943415936,6076264.973078158,-38.58841
440043.65656777547,6076264.973078158,-38.313816
440327.7637013916,6076264.973078158,-38.00166
440611.87083500775,6076264.973078158,-37.945877
440895.97796862386,6076264.973078158,-37.747536
441180.08510224,6076264.973078158,-37.677784
441464.19223585614,6076264.973078158,-37.472813
441748.29936947225,6076264.973078158,-37.28247
442032.40650308836,6076264.973078158,-37.092255
442316.51363670453,6076264.973078158,-36.74597
442600.62077032065,6076264.973078158,-36.323128
442884.72790393676,6076264.973078158,-35.8985
443168.8350375529,6076264.973078158,-35.697407
443452.94217116904,6076264.973078158,-35.58825
443737.04930478515,6076264.973078158,-35.321472
444021.1564384013,6076264.973078158,-35.056168
444305.26357201743,6076264.973078158,-34.528603
444589.37070563354,6076264.973078158,-33.894447
444873.4778392497,6076264.973078158,-32.95392
445157.5849728658,6076264.973078158,-32.007633
445441.69210648193,6076264.973078158,-31.366909
445725.7992400981,6076264.973078158,-31.606705
446009.9063737142,6076264.973078158,-30.656994
446294.0135073303,6076264.973078158,-29.98013
446578.1206409465,6076264.973078158,-29.750904
446862.2277745626,6076264.973078158,-29.280722
447146.3349081787,6076264.973078158,-28.7822
447430.4420417949,6076264.973078158,-28.473763
447714.549175411,6076264.973078158,-29.25264
447998.6563090271,6076264.973078158,-29.256598
448282.7634426433,6076264.973078158,-28.74808
448566.8705762594,6076264.973078158,-28.068176
448850.9777098755,6076264.973078158,-27.87193
449135.08484349167,6076264.973078158,-27.640919
449419.1919771078,6076264.973078158,-27.514084
449703.2991107239,6076264.973078158,-27.52353
449987.40624434006,6076264.973078158,-26.666931
450271.5133779562,6076264.973078158,-26.362068
450555.6205115723,6076264.973078158,-25.833199
450839.72764518845,6076264.973078158,-25.783161
451123.83477880456,6076264.973078158,-25.81442
451407.9419124207,6076264.973078158,-25.574682
451692.04904603685,6076264.973078158,-25.133408
451976.15617965296,6076264.973078158,-24.969114
452260.26331326907,6076264.973078158,-25.553782
452544.37044688524,6076264.973078158,-24.579754
452828.47758050135,6076264.973078158,-26.09276
453112.58471411746,6076264.973078158,-25.854767
453396.69184773363,6076264.973078158,-24.212147
453680.79898134974,6076264.973078158,-24.240036
453964.90611496585,6076264.973078158,-24.108734
454249.013248582,6076264.973078158,-23.433819
454533.12038219813,6076264.973078158,-22.804361
454817.22751581424,6076264.973078158,-22.117668
455101.3346494304,6076264.973078158,-21.45436
455385.4417830465,6076264.973078158,-22.10812
455669.54891666264,6076264.973078158,-21.04589
455953.6560502788,6076264.973078158,-21.253769
456237.7631838949,6076264.973078158,-20.450361
437486.6923652303,6076548.055246194,-39.87703
437770.7994988464,6076548.055246194,-39.771187
438054.9066324626,6076548.055246194,-39.672405
438339.0137660787,6076548.055246194,-39.44444
438623.1208996948,6076548.055246194,-39.259903
438907.22803331097,6076548.055246194,-39.24475
439191.3351669271,6076548.055246194,-39.012753
439475.4423005432,6076548.055246194,-38.878532
439759.54943415936,6076548.055246194,-38.677124
440043.65656777547,6076548.055246194,-38.485565
440327.7637013916,6076548.055246194,-38.1565
440611.87083500775,6076548.055246194,-38.20585
440895.97796862386,6076548.055246194,-38.04397
441180.08510224,6076548.055246194,-37.90469
441464.19223585614,6076548.055246194,-37.622097
441748.29936947225,6076548.055246194,-37.32163
442032.40650308836,6076548.055246194,-36.765152
442316.51363670453,6076548.055246194,-36.59621
442600.62077032065,6076548.055246194,-36.377
442884.72790393676,6076548.055246194,-35.991974
443168.8350375529,6076548.055246194,-35.517723
443452.94217116904,6076548.055246194,-35.330315
443737.04930478515,6076548.055246194,-35.18669
444021.1564384013,6076548.055246194,-35.120876
444305.26357201743,6076548.055246194,-34.893913
444589.37070563354,6076548.055246194,-34.26407
444873.4778392497,6076548.055246194,-33.555317
445157.5849728658,6076548.055246194,-32.931934
445441.69210648193,6076548.055246194,-32.08674
445725.7992400981,6076548.055246194,-31.590075
