X,Y
455267.82,6099545.61
462364.43,6108549.33
464814.08,6106688.12
464776.63,6105985.3
464788.57,6105000.6
464864.74,6104021.53
465005.48,6103044.96
465209.23,6102082.9
465474.72,6101138.54
465801.88,6100212.06
466056.58,6099617.61
459773.0,6091350.0
458481.21,6089648.84
455171.5,6089923.12
